Seed_Channel_Name,Seed_Channel_ID,Seed_Niche,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Video_Count,Discovered_Niche,Discovered_Country,LLM_Score,Embedding_Score,Discovered_Channel_Description,Discovered_Keywords,Seed_Keywords,Level,Timestamp
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Science Learning Resources,UCKggrUwJDuFpa8wFrjuTC7Q,https://www.youtube.com/@sciencelearningresources,35500,383,Education - Educational Tutorials,PK,0.62,0.703,"This channel is an Educational Channel for made Pakistani students it contain's board examination news, paper presentation and lectures related to Matric, FSC, Icom, ICS and engineering in particular Electrical Engineering. Channel was created on August 11 2016. Videos are made in Gujranwala Pakistan Videos are mostly in Urdu language Filmed in Gujranwala pakistan. 
Channel is owned By Engr. Zulkifal Azhar.","motivational videos, inspirational quotes, self improvement, personal growth, overcoming obstacles, life lessons, productivity hacks, time management, how to stay focused, work motivation, goal setting, unlock your potential, embrace change, self empowerment, lifelong learning, positive mindset, how to be happy, finding joy, positive thinking, happiness tips, cultivating happiness, life advice, important life lessons, wisdom for life, life experiences, lessons learned","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:10:02.724821
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,"easyway, actually",UC5V7qQCugHH9dy2YdXNSC7g,https://www.youtube.com/@easywayactually1,132000,30,Productivity - Educational Tutorials,US,0.76,0.807,"Welcome to easyway, actually! 🚀 Tired of overcomplicated advice on self-improvement? We deliver simple, actionable hacks to get things done. Whether you’re a student drowning in deadlines, a young professional battling burnout, or just want to stop procrastinating, we’ve got you in an easyway, actually.

🔹 What’s Here: Productivity Made Easy: Work smarter, not harder- hacks that actually fit into your busy life
Study Smarter: Learn faster, crush exams, no all-nighters.
Beat Procrastination: Simple tricks to stop scrolling and start doing.
Real-Life Tips: No fluff, just results-- just practical tips that work.

🔹 Why Us?: Here is an easyway, actually, we believe in progress, not perfection. Self-improvement doesn’t need 10 steps—just one small change.
🔹 Join Us: Hit subscribe + 🔔. 
Email: inspiredmode2@gmail.com
Support the channel here: https://buymeacoffee.com/inspiredmoz
Why stress when there’s an easy way, actually? 😉

","study tips, student morning routine, how to study better, study motivation, effective study habits, healthy lifestyle, how to stay slim, sleep tips, mental health tips, overcoming phone addiction, confidence building, self improvement, how to be productive, mindset shift, mental strength, time management tips, daily routine, how to wake up early, maximize productivity, morning routine, how to learn faster, memory techniques, active recall, study hacks, learning strategies","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:10:16.952338
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Maddie's Days,UCQmLY3fXvCMuNXozKj4Thzw,https://www.youtube.com/@maddiesdays,16300,68,Arts and Crafts - Vlog,JP,0.2,0.451,"Hello~ My name is Maddie and I'm a girl from Canada living in Japan. I love to draw and make things, so I decided to create a YouTube channel to share my hobbies with the world! You can expect DIY's, drawing challenges, anime content, cafe reviews, travel videos and so much more! If you can relate to my hobbies, I welcome you to join along this journey and subscribe! See you in my next video!!
","life in japan, living alone in japan, moving to japan, daily life in japan, japan vlogs, expat life in japan, travel tips japan, tokyo travel guide, japan travel vlog, best places in tokyo, day trips from tokyo, exploring japan, diy projects, diy notebook, crafting in japan, creative projects, how to make a notebook, diy ideas, cooking in japan, japanese recipes, grocery shopping in tokyo, food vlogs japan, trying japanese food, cooking tips, skincare routine, beauty tips, makeup haul, korean skincare, beauty products review, makeup tutorials","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:10:31.910841
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Raj Shamani,UCzwCEE_PchiBULMnAJqhGVg,https://www.youtube.com/@rajshamani,13100000,2082,Personal Development - Podcast/Interviews,IN,0.54,0.667,"The next 10 years is going to be The Golden Age for India filled with infinite once-in-a-lifetime opportunities, but if you don’t prepare and grow yourself to win these opportunities then you won’t be able to achieve your ‘Indian Dream’.

And we won’t let that happen, this channel is about helping you grow and win in life.

Hi! I am Raj Shamani and I believe in ‘figuring out’ how to grow every day so that we can live and love better.

Our Purpose for this channel is to become one of the most authoritative and informative guides to what is happening in business, relationships, politics, health, science and entertainment.

Mission of our podcast “Figuring Out: The Indian Dream’: is to help every Indian achieve their ‘Indian Dream’.

If you subscribe and follow us, we promise that every day we will bring top leaders and ideas from around the world to teach you to get a slight edge in your life.","motivational quotes, inspirational quotes, self improvement quotes, life quotes, quotes about success, personal growth, self development, mindset shift, overcoming challenges, how to improve yourself, friendship advice, relationship tips, brotherhood quotes, how to strengthen relationships, building connections, how to start a business, business ideas, entrepreneurship tips, successful business strategies, small business advice, cricket highlights, sports analysis, famous athletes, sports motivation, cricket quotes","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:10:44.820240
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,One Percent Better,UCRI6t05DNVlV0XhdI7hx_iw,https://www.youtube.com/@onepercentbetter,713000,151,Self-Development - Educational Tutorials,AU,0.73,0.762,"Hi, I'm Brandon! Subscribe to become 1% better with my animated book summaries! Get the key lessons from success and self-development books in 10 minutes or less.

I also sell Degoogled Pixel phones on eBay for those who value their privacy. #brealm

For business inquiries, please contact Brandon on LinkedIn: https://www.linkedin.com/in/brandon-nankivell/
","self improvement, personal development, emotional intelligence, self help books, mental strength tips, life lessons, ayahuasca retreats, psychedelic experiences, mental health benefits, spiritual retreats, mindfulness practices, book summaries, self help book reviews, popular book summaries, best self improvement books, reading recommendations, functional workouts, injury recovery tips, fitness motivation, workout routines, healthy lifestyle, productivity tips, time management, habits for success, how to be productive, life hacks","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:10:57.407777
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Learn Random Skills,UCYUayi39NS5BA6GfjUbaBXg,https://www.youtube.com/@toto9097,13100,29,Financial Education - Educational Tutorials,Unknown,0.54,0.764,,"investment for beginners, how to invest, stock market basics, trading for beginners, penny stocks, investing tips, financial education, what is sensex, share market explained, understanding stock market, how share market works, share market for beginners, stock trading basics, investment strategies, passive income, make money online, financial independence, wealth building, money management, get rich, investment opportunities, trading tips, how to trade stocks, trading strategies, day trading for beginners, long term investing, trading psychology, stock market analysis, financial literacy, learn about investing, investment education, financial knowledge, personal finance tips, money mindset, budgeting tips","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:11:10.609003
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Austin Sweatt,UC8Ou-n2uymgWzggSrlrRXzA,https://www.youtube.com/@austinsweatt1,371000,340,Niche - Format,US,0.32,0.534,"Inquiries: austin7906@yahoo.com
Twitter: https://x.com/AustinSweatt1
Instagram: https://www.instagram.com/austinsweatt/
","youtubers who got canceled, youtuber drama, youtube controversies, viral youtube trends, youtuber secrets, weird tiktok trends, viral tiktok series, tiktok challenges, social media phenomena, trending on tiktok, celebrity scandals, royal family secrets, celebrity controversies, celebrity news, famous people facts, foods created by accident, unusual food facts, strange food inventions, food trends, food history, youtubers net worth, billionaire lifestyle, wealth secrets, how to get rich, money tips","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:11:23.722720
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Learn With Sam And Ash,UCQd8w-t-PaYD40H81v6EyYg,https://www.youtube.com/@learnwithsamandash,2360000,397,Language Learning - Educational Tutorials,IN,0.3,0.447,"On our YouTube channel, Learn With Sam and Ash, we provide an IELTS full course, English tutorials, and teach The Duolingo English Test (The DET) along with bits of advice to go abroad. It will take a few seconds to go through the channel but could help you in a big way. Good luck.
 
If you are interested, please contact us at learnwithsamandash@gmail.com

In the meantime, check our websites for English and IELTS.

IELTS: https://ieltsclass.learnwithsamandash.com/

English: https://english.learnwithsamandash.com/
","ielts full course, ielts speaking test, ielts practice questions, ielts tips and tricks, ielts vocabulary, ielts writing tips, learn english online, english speaking practice, english grammar rules, improve english fluency, english vocabulary words, english pronunciation tips, common phrasal verbs, phrasal verbs list, phrasal verbs examples, learn phrasal verbs, phrasal verbs for beginners, common english idioms, learn english idioms, idioms for daily use, english expressions, everyday idioms, job interview tips, interview vocabulary, how to prepare for interview, common interview questions, interview skills training","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:11:38.877147
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Deepanshu Bhaskar,UChDzqpxhZBVggy0VDCD-bGQ,https://www.youtube.com/@deepanshu.bhaskar,884000,590,Tech - Educational Tutorials,IN,0.54,0.675,"I am creating informative and tech-related content that is both easy and enjoyable to consume.

Email - Contact.deepanshubhaskar@gmail.com","photo focus tips, how to take sharp photos, best photography tricks, photography for beginners, viral photo ideas, ai video editing, remove objects with ai, best ai tools, ai for students, how to use ai, instagram tips, how to hide likes, find instagram stalkers, instagram collage tutorial, whatsapp tricks, best apps 2025, foreign vs indian apps, google maps alternatives, best navigation apps, app reviews, free ppt downloads, best study tools, digital tools for students, how to study better, student productivity tips","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:11:51.547027
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,theplumpcover,UCK-JPaRnxWuQym04QEaGDLA,https://www.youtube.com/@theplumpcoverofficial,876000,287,Fitness - Vlog,US,0.2,0.503,"A fat guy who lifts
25 
Business inquiries 👇🏻
theplumpcoverofficial@gmail.com
https://www.youtube.com/@theplumpcoverofficial?sub_confirmation=1
","family vlogs, parenting tips, family activities, funny family moments, family challenges, funny memes, relatable memes, meme compilation, viral memes, humor videos, lifestyle vlogs, entertainment news, movie reviews, pop culture, trending topics, gaming streams, game reviews, gaming highlights, twitch highlights, gaming commentary, mental health tips, wellness advice, self-care routines, health and fitness, wellness vlogs","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:12:07.037860
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Speechify,UCdVAkcFLzG-nAWWASbZb4ZA,https://www.youtube.com/@speechifyapp,10200,219,Productivity - Educational Tutorials,US,0.83,0.736,"The #1 Text to Speech Reader | 4.7/5 | 20M+ downloads

Power through docs, articles, PDFs, email — anything you read — by listening with our leading text-to-speech reader.

","ai voice generator, text to speech, voice cloning, ai voiceover, artificial intelligence, how to use ai, productivity apps, reading app, text to speech app, voiceover tools, study hacks, how to boost productivity, study tips, learning tools, how to study, reading techniques, student life hacks, accessible learning, voiceover for videos, create voiceovers, short form content, how to make voiceovers, content creation tools, self improvement, meditation techniques, personal growth, mindfulness practices, how to relax","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:12:20.504528
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Zenji with Jason Stephenson and friends,UCKqP5dghQMua9l6ZfZi9V3A,https://www.youtube.com/@zenjijasonstephenson,48200,166,Wellness - Guided Meditations,AU,0.3,0.431,,"guided meditation, mindfulness meditation, stress relief meditation, meditation for anxiety, sleep meditation, short meditation, meditation for beginners, self love affirmations, personal growth, how to reduce stress, mindfulness tips, self care practices, positive affirmations, inner peace, anxiety relief, mental wellness, coping strategies, overcoming anxiety, stress management, emotional healing, mental health tips, law of attraction, spiritual awakening, manifestation techniques, energy healing, spiritual meditation, connecting with source, abundance mindset, relaxation techniques, calm your mind, breathwork exercises, guided visualization, healing meditations, stress relief techniques, wellness practices","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:12:35.959976
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Micro,UCJVXj8BvHykEklEeKjFwaXQ,https://www.youtube.com/@micro-econ-yt,141000,25,Economics - Talking-Head Analysis,US,0.54,0.677,Short stories about Micro Economics,"economics explained, global economy, supply chain issues, impact of tourism, finance and capitalism, wealth inequality, internet privacy, how the internet works, internet regulations, technology trends, digital identity, business analysis, financial trends, how to invest, corporate finance, money management, educational documentaries, business documentaries, history of shipping, documentary storytelling, social issues documentary, consumer behavior, shopping trends, impact of e-commerce, retail industry analysis, brand loyalty","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:12:47.879171
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,The Chens,UCsGxLCkpyTG9sD7c-j6IIpw,https://www.youtube.com/@lilystutoring,115000,24,Education - Educational Tutorials,US,0.76,0.77,"📚 | National Board Certified - AP English Teacher

Hello! I am a high school junior who makes videos with my mom, a National Board Certified and Dual Enrollment Certified AP English Teacher! On this channel, you’ll find practical tips for high school success, smart college application advice, and study strategies that actually work.

DM us on Instagram if you have any questions!
","ivy league requirements, college essay tips, best extracurriculars, early decision vs action, college application advice, how to get into college, study tips, how to study, spaced repetition, note taking methods, effective studying, cramming vs spaced, best note-taking device, productivity apps, study productivity tools, how to use ai, time management tips, study organization, should you work in high school, high school tips, balancing school and work, high school extracurriculars, how to choose classes, time management tips, how to manage time, procrastination solutions, efficiency tips, study schedule, how to succeed in school, top student habits, academic performance tips, how to improve grades, successful student strategies","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:13:02.641111
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Milad Mirg,UCWLu3q9FEmPPYKcUAxKZb2A,https://www.youtube.com/@miladmirg,6870000,1707,Lifestyle - Vlog,US,0.2,0.468,"Be Happy :) 
Business: teammilad@underscoretalent.com","funny moments, comedy skits, viral videos, prank videos, humorous stories, meeting celebrities, funny life stories, unexpected encounters, crazy experiences, life lessons, social issues, cultural commentary, current events, public reactions, social experiments, daily vlogs, personal stories, life updates, behind the scenes, my life, viral challenges, trending topics, internet trends, challenge videos, social media trends","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:13:14.723979
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Phillip Im,UCtW-y2LFYuwvRm92NXZ8WYw,https://www.youtube.com/@phillipim_to,35600,18,Productivity - Educational Tutorials,CA,0.83,0.842,"Welcome to your source for cutting-edge AI tools, productivity systems, and personal development strategies that can help you be more productive and get the most of your life. 

**What You'll Find Here:**
🤖 **AI Tool Reviews & Tutorials** - Deep dives into the latest AI applications for work, creativity, and daily life
⚡ **Productivity Hacks** - Proven systems and workflows to maximize your output and minimize overwhelm  
🚀 **Personal Development** - Science-backed strategies for building better habits, mindset, and skills
💡 **Real-World Applications** - Practical case studies showing how to integrate these tools into your routine

**Perfect for:** Busy professionals, entrepreneurs, students, creators, parents, and anyone who wants to work smarter, not harder.
---
📧 Business inquiries and Sponsorships: phillip.im.yt@gmail.com

#AITools #Productivity #PersonalDevelopment #TechReviews 
","google gemini features, ai productivity tools, chatgpt use cases, how to use ai, best ai tools, ai for productivity, productivity hacks, how to boost productivity, note taking tips, focus techniques, time management tips, study productivity, personal development, life changing habits, goal setting tips, how to change your life, self improvement strategies, motivation techniques, youtube growth tips, how to start a youtube channel, content creation ideas, building a personal brand, video creation tips, content strategy, online learning tools, how to learn effectively, educational resources, learning with ai, study techniques, free learning platforms","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:13:27.217352
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Bebefinn - Nursery Rhymes & Kids Songs,UC-cY4X2sLECUhishGNiyofQ,https://www.youtube.com/@bebefinn,33700000,861,Kids Entertainment - Educational Tutorials,US,0.2,0.317,"Welcome to Bebefinn's official YouTube channel! 👶🦈❤️
Subscribe to our channel to enjoy entertaining,yet educational content.

Meet Bebefinn who loves Baby Shark and sing together nursery rhymes with catchy tunes - including world syndrome Baby Shark song, you can experience a wide range of  kids content created by children education specialists!


[IMPORTANT]
Kindly note that the use of Bebefinn's all creative assets such as music or animation(collectively as ""Content"") with no prior permission from The Pinkfong Company is illegal.
For any inquiries about using Bebefinn's Content for commercial or non-commercial use, kindly contact us through below business inquiry link: https://bizhelp.pinkfong.com/hc/en-us


🩷 Follow us on below websites for new updates and more to come!
","nursery rhymes, kids songs, children's songs, funny kids songs, popular nursery rhymes, halloween songs for kids, kids halloween music, halloween nursery rhymes, spooky songs for kids, halloween kids songs, learning songs for kids, educational nursery rhymes, songs for preschoolers, songs for toddlers, fun learning songs, kids shorts, funny kids shorts, short kids videos, kids song shorts, animated shorts for kids, healthy habits for kids, good manners songs, sharing is caring, emotional songs for kids, healthy habits nursery rhymes","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:13:40.274857
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,I Will Teach You To Be Rich,UC7ZddA__ewP3AtDefjl_tWg,https://www.youtube.com/@ramitsethi,1000000,1392,Financial Education - Educational Tutorials,US,0.73,0.758,"Get my new book, Money For Couples, below👇🏽

I’m the host of Netflix’s “How to Get Rich” & wrote the NYT bestsellers, “I Will Teach You To Be Rich” & ""Money For Couples""

I believe you can spend extravagantly on the things you love as long as you cut costs mercilessly on the things you don’t.

Hit subscribe for my weekly videos on couples & money — real numbers, real talk, from behind closed doors.
","financial freedom, money management, get rich, debt relief, budgeting tips, wealth building, crypto investing, stock market tips, investing for beginners, real estate investing, passive income, investment strategies, money mindset, overcoming money fears, financial confidence, wealth mindset, money beliefs, money and relationships, who pays on a date, financial compatibility, money conversations, couples and finances, increase your income, side hustle ideas, career growth tips, job negotiation, salary negotiation","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:13:53.635956
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Sandeep Maheshwari,UCBqFKDipsnzvJdt6UT0lMIg,https://www.youtube.com/@sandeepseminars,28500000,652,Self-Improvement - Educational Tutorials,IN,0.76,0.766,"Sandeep Maheshwari is a name among millions who struggled, failed and surged ahead in search of success, happiness and contentment. Just like any middle class guy, he too had a bunch of unclear dreams and a blurred vision of his goals in life. All he had was an undying learning attitude to hold on to. Rowing through ups and downs, it was time that taught him the true meaning of his life.

Watch Sandeep Maheshwari's NEW videos before everyone else on SMtv at https://sandeepmaheshwari.tv 

To know more, log on to www.sandeepmaheshwari.com","motivational video, inspirational talks, self improvement, life changing advice, overcoming challenges, success mindset, how to change your life, personal growth tips, mindfulness techniques, building confidence, goal setting, self discovery, financial freedom, how to make money, wealth building, money mindset, passive income, financial literacy, problem solving skills, critical thinking, how to solve problems, decision making, creative solutions, overcoming obstacles, life advice, how to be happy, finding purpose, life lessons, living your best life, mindset shifts","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:14:08.521117
Thomasfrank,UCG-KntY7aVnIGXYEBQvmBAQ,Productivity - Educational Tutorials,Kevin Stratvert,UCfJT_eYDTmDE-ovKaxVE1ig,https://www.youtube.com/@kevinstratvert,3960000,1114,Technology - Educational Tutorials,US,0.67,0.789,"Learn how to do anything, with high-quality how-to videos. I teach millions of students around the world every month across YouTube, Instagram, TikTok, and other social media platforms to help them master technology, achieve more at work, and succeed at school. I've been featured on CNBC, Fast Company, GeekWire, and Windows Central. I'm an ex-Microsoft Product Manager and now a full-time education content creator.

📩 NEWSLETTER
Get the top tech tips and tricks delivered to your inbox each week: https://kevinstratvert.com/newsletter/

🙏 REQUEST VIDEOS
https://forms.gle/BDrTNUoxheEoMLGt5

💻 OFFICIAL WEBSITE
http://www.kevinstratvert.com

🪙 SUPPORT THE CHANNEL
Support the channel with your Amazon purchases: https://amzn.to/3kCP2yz (Disclosure: this link gives me a small commission to support videos on this channel. The price to you is the same.)
","ai tools, automation software, how to automate, ai for productivity, best automation tools, ai in business, productivity hacks, time management tips, how to be productive, boost productivity, work smarter, productivity apps, davinci resolve tutorial, video editing tips, how to edit videos, color grading tutorial, video editing software, editing techniques, excel tutorial, powerpoint tips, how to use onedrive, microsoft office tips, outlook for beginners, office productivity, how to create content, content creation tools, video content ideas, content marketing tips, build an audience, content strategy","how to get brand deals, business ideas for creators, make money online, youtube sponsorships, creator economy, monetize your channel, financial independence, money management tips, how to save money, investing for beginners, passive income ideas, budgeting strategies, productivity tips, how to wake up early, overcoming procrastination, time management techniques, self discipline, focus strategies, how to learn coding, study tips for students, best learning resources, improve your writing, reading habits, how to organize your calendar, best productivity apps, how to automate tasks, noise cancelling headphones, tech tools for creators, best apps for students",1,2025-10-30T16:14:21.489179
