Seed_Channel_Name,Seed_Channel_ID,Seed_Niche,Discovered_Channel_Name,Discovered_Channel_ID,Discovered_Channel_URL,Discovered_Subs,Discovered_Niche,Discovered_Keywords,Level,Timestamp,Seed_Keywords,Similarity_Score
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,Rohan Travel Stories,UCprjYvd-7fC8zPYRa8oXDrg,https://www.youtube.com/@rohantravelstories,1940000,Wildlife travel documentaries and stories,"wildlife behavior analysis, animal interaction stories, wildlife conservation narratives, predator-prey dynamics, animal communication insights, nature exploration documentaries, cinematic storytelling style, narrative-driven documentaries, immersive travel experiences, educational wildlife series",1,2025-10-27T13:46:47.339135,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.752
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,MagnatesMedia,UCE4Gn00XZbpWvGUfIslT-tA,https://www.youtube.com/@magnatesmedia,1830000,Business storytelling and analysis,"corporate scandal analysis, business failure case studies, company history narratives, entrepreneur rise and fall, brand evolution stories, financial crisis analysis, cinematic documentary style, narrative storytelling, investigative deep-dives, archival footage presentations",1,2025-10-27T13:47:13.657863,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.777
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,Our Stories,UC-hzoAk2bSnoqW0LmECa5WA,https://www.youtube.com/@ourstories,930000,Documentaries on everyday professions,"everyday profession documentaries, workplace challenges series, career journey storytelling, job role explorations, professional life insights, industry-specific documentaries, narrative documentary style, interview-driven narratives, observational documentary format, real-life workplace stories",1,2025-10-27T13:47:26.764054,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.788
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,Geopolitical Economy Report,UCwlvSJdcMc7iGdR-aducSog,https://www.youtube.com/@geopoliticaleconomyreport,635000,Geopolitical news and analysis,"us foreign policy analysis, economic sanctions impact, geopolitical conflict analysis, international relations insights, global power dynamics, economic bubble analysis, documentary style analysis, interview format discussions, investigative deep-dives, narrative storytelling",1,2025-10-27T13:47:39.871764,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.774
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,Dr. Roy Casagranda,UCUGwVgtUewevtLvu7NaxVrw,https://www.youtube.com/@drroycasagranda,486000,World history and politics analysis,"ancient civilization analysis, historical political conflicts, cultural preservation efforts, empire rise and fall, ancient medical advancements, knowledge preservation history, documentary style storytelling, lecture series format, narrative historical analysis, educational deep-dives",1,2025-10-27T13:48:09.771245,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.811
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,Story Bucket,UCtsa-KA0L8nJcnMqWdLsB9g,https://www.youtube.com/@storybucket25,83200,Geopolitical analysis of Bangladesh,"bangladesh defense analysis, india-bangladesh relations, corruption prevention strategies, border conflict insights, economic development potential, geopolitical tension narratives, documentary style storytelling, investigative analysis format, narrative storytelling approach, interview format discussions",1,2025-10-27T13:48:39.355577,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.865
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,BingeWorthy Documentaries,UCi6XF582sSwBjjB9M4qNDVw,https://www.youtube.com/@bingeworthydocumentaries,81000,Thought-provoking documentaries and analysis,"paranormal investigation analysis, historical crime documentaries, supernatural event exploration, psychological thriller documentaries, haunted house stories, criminal psychology analysis, documentary storytelling style, investigative documentary format, narrative-driven documentaries, interview-based documentaries",1,2025-10-27T13:49:10.391881,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.814
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,Map & Myth,UCdCIGh00efux3N5qIgObmFw,https://www.youtube.com/@mapandmyth,60100,Geopolitical storytelling and analysis,"geopolitical conflict analysis, strategic trade routes, border conflict explained, military buildup tensions, oil curse explained, defense sector insights, documentary storytelling, narrative analysis format, investigative deep-dives, historical power dynamics",1,2025-10-27T13:49:24.624532,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.824
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,Documentary Diaries,UCc2sQwMRL8wjZJERKeXrdrg,https://www.youtube.com/@documentary-diaries,30000,True crime documentaries and analysis,"true crime analysis, criminal case documentaries, police investigation breakdowns, unsolved mysteries exploration, serial killer profiles, crime scene analysis, documentary storytelling, investigative reporting style, narrative documentary format, case study documentaries",1,2025-10-27T13:50:38.352102,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.758
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,SAMA 6TVNEWS,UCg2-wFRVaa2Bcdq7P-QnUGQ,https://www.youtube.com/@sama6tvnews549,21300,Local and global news coverage,"local political analysis, global news updates, regional policy discussions, international affairs coverage, socio-political events, economic impact reports, documentary style reporting, press conference highlights, interview format discussions, investigative journalism approach",1,2025-10-27T13:51:22.179186,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.783
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,Narratives,UCF58AzQw83B6_2G__XkROpg,https://www.youtube.com/@narrativestv,17500,Journalistic analysis of global issues,"political power dynamics, regional conflict analysis, agricultural policy debates, cultural identity exploration, religious and moral shifts, leadership style comparisons, documentary storytelling, interview format discussions, investigative deep-dives, narrative storytelling",1,2025-10-27T13:51:51.670154,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.866
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,3T TV MEDIA,UCeAQwlTXPt7DH6Ctbd2B5tw,https://www.youtube.com/@3ttvmedia,14600,News storytelling and analysis,"corporate scandal analysis, national award recognition, healthcare service initiatives, disaster incident reports, community health awareness, social impact storytelling, documentary style analysis, interview format discussions, narrative storytelling, investigative deep-dives",1,2025-10-27T13:52:35.743996,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.758
Johnny Harris,UCmGSJVG3mCRXVOP4yZrU1Dw,Global storytelling and analysis,Global Investigative Journalism Network,UCY8xUWeaWVE4JY05JUupzYQ,https://www.youtube.com/@gijn,13200,Investigative journalism training and resources,"investigative journalism techniques, data journalism tools, conflict zone reporting, sustainable journalism funding, satellite imagery investigations, ai in journalism, documentary style reporting, interview format discussions, case study analysis, webinar presentations",1,2025-10-27T13:52:50.139864,"global economic analysis, geopolitical storytelling, historical conflict narratives, financial influence exploration, cultural impact studies, resource-driven conflicts, documentary style storytelling, investigative journalism format, narrative-driven documentaries, visual storytelling techniques",0.77
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,Ben Shapiro,UCnQC_G5Xsjhp9fEJKuIcrSw,https://www.youtube.com/@benshapiro,7220000,Conservative political commentary and analysis,"political debate analysis, conservative policy critique, social safety net discussion, media bias commentary, political reaction videos, conservative ideology exploration, interview format discussions, debate-style presentations, reaction video format, news analysis segments",1,2025-10-27T13:53:35.297536,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style",0.8
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,Zeihan on Geopolitics,UCsy9I56PY3IngCf_VGjunMQ,https://www.youtube.com/@zeihanongeopolitics,901000,Geopolitical analysis and insights,"geopolitical conflict analysis, military intervention insights, international relations dynamics, global power shifts, nuclear policy discussions, economic sanctions impact, expert panel discussions, documentary-style presentations, geopolitical storytelling, in-depth interviews",1,2025-10-27T13:56:26.712239,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style",0.808
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,Hannah Alonzo,UCGKUQte8RBCNnI_OYpckErg,https://www.youtube.com/@hannahalonzo,813000,Commentary on MLMs and social media culture,"mlm horror stories, influencer culture critique, social media ethics, anti-mlm commentary, online scam exposure, influencer marketing analysis, documentary style analysis, narrative storytelling approach, investigative commentary, deep-dive discussions",1,2025-10-27T13:56:54.564908,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style",0.783
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,World Affairs Insights,UCQKsY5JL3s0POKwq8Y0nR9A,https://www.youtube.com/@worldaffairsinsights,508000,Indian geopolitics and current events analysis,"india foreign policy, south asia strategy, indian security analysis, geopolitical updates, india-pakistan relations, naxalism in india, documentary style analysis, interview format discussions, narrative storytelling, deep-dive analysis",1,2025-10-27T13:57:08.286340,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style",0.76
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,Clarity for UPSC by Dr.Shivin,UC5aE5_undvBtBN5y_BscU0Q,https://www.youtube.com/@clarityforupscbydr.shivin,472000,UPSC exam preparation and insights,"upsc mains answer writing, constitutional amendment analysis, prelims failure solutions, internal security issues, geopolitical conflict insights, cyber attack threats, documentary style explanations, interview format discussions, storytelling narratives, mentorship session breakdowns",1,2025-10-27T13:57:23.646365,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style",0.783
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,A SECRET LIFE DIARY•KOKBOROK 666k View• 6h•,UCQQbpOcfCzW3lOx0a9k4ZBA,https://www.youtube.com/@asecretlifediary,331000,Storytelling and cultural insights in Kokborok,"kokborok cultural stories, tribal storytelling traditions, kokborok folklore insights, indigenous narrative techniques, cultural heritage storytelling, tribal life documentaries, narrative storytelling style, documentary-style presentations, cultural insight interviews, storytelling podcast format",1,2025-10-27T13:58:21.595408,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style",0.765
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,Quality Culture,UCaCG7kHt515g73gjM77i6Xw,https://www.youtube.com/@qualityculture,269000,Pop culture storytelling and analysis,"existential themes analysis, cultural representation impact, nature escape narratives, anti-intellectualism critique, modern fairy tale exploration, legacy and influence studies, documentary style storytelling, narrative analysis format, thematic deep-dives, character development discussions",1,2025-10-27T13:58:51.023854,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style",0.77
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,BE THEE COMMENTATOR,UCgICvp2wLhrBKZXt73tw9bw,https://www.youtube.com/@betheecommentator,115000,Fame and scandal storytelling analysis,"celebrity scandal analysis, fame downfall stories, redemption narratives, public figure controversies, celebrity biography insights, scandal impact analysis, documentary storytelling, narrative documentary style, investigative storytelling, deep-dive documentaries",1,2025-10-27T14:00:44.756135,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style",0.85
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,Brooklyn Savvy Talk Show | Shifting Narratives ,UCJhHJj9-eBHNtFqBTmAyYMw,https://www.youtube.com/@brooklynsavvy,38500,Social change and cultural analysis,"cultural analysis discussions, social change narratives, systemic issues exploration, hip-hop cultural impact, technology and society, relationship dynamics analysis, interview format discussions, documentary storytelling style, investigative journalism approach, narrative-driven content",1,2025-10-27T14:03:07.907150,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style",0.879
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,Investigative Reporting Lab,UC2eqprx_bNy3SmR62rLxqhg,https://www.youtube.com/@irlmacedonia,19700,Investigative journalism and storytelling,"corporate corruption exposé, environmental disaster investigations, political scandal analysis, urban development controversies, financial fraud stories, public safety failures, documentary storytelling approach, in-depth interview format, narrative podcast series, investigative documentary style",1,2025-10-27T14:04:20.669682,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style",0.771
Moon,UCmFeOdJI3IXgTBDzqBLD8qg,Global events analysis and commentary,Social Impact,UCUSdTGNcA6sEef-GDz8wtFg,https://www.youtube.com/@socialimpact9,19200,Social change and awareness storytelling,"social justice storytelling, community awareness campaigns, legal rights education, public awareness initiatives, social issue documentaries, cultural heritage narratives, documentary style storytelling, interview format discussions, investigative reporting style, narrative-driven content",1,2025-10-27T14:04:33.923751,"global event analysis, corporate scandal commentary, societal impact discussions, geopolitical analysis insights, media bias exploration, cultural critique narratives, documentary style presentations, investigative storytelling, interview format analysis, narrative commentary style",0.83
